token_gold,token_whisper,optimization,count
mh,ah,event_based,1
mh,ora,event_based,1
tira~,_,event_based,1
mh,renunciavo,event_based,1
d'accordo,da,event_based,1
okay,d'accordo,event_based,1
okay,dubai,event_based,1
re~,_,event_based,1
ohm,_,event_based,1
laura,_,event_based,1
ehm,giusto,event_based,1
pesc~,_,event_based,1
ehm,okay,event_based,1
okay,perché,event_based,1
mh,lungo,event_based,1
eh,warhammer,event_based,1
eh,le,event_based,1
lì,_,event_based,1
ant~,_,event_based,1
millenovece~,_,event_based,1
quel,_,event_based,1
part~,_,event_based,1
raccor~,_,event_based,1
settanta,_,event_based,1
sess~,_,event_based,1
eh,già,event_based,1
all'ape~,_,event_based,1
ehm,com'era,event_based,1
caltanissetta,_,event_based,1
vena~,catanissetta,event_based,1
bene,essere,event_based,1
va,può,event_based,1
emh,ah,event_based,1
eh,figlie,event_based,1
scambio,_,event_based,1
ritorna~,_,event_based,1
mo~,_,event_based,1
capisco,_,event_based,1
mh,scegliere,event_based,1
mh,posso,event_based,1
con~,_,event_based,1
rendo,_,event_based,1
disciplinari,_,event_based,1
unico,_,event_based,1
infarinatura,_,event_based,1
crediti,_,event_based,1
sei,_,event_based,1
collo~,_,event_based,1
bravissima,_,event_based,1
un'arancia,sono,event_based,1
bel~,_,event_based,1
sarebbe,_,event_based,1
giù,_,event_based,1
tornata,okay,event_based,1
~muta,_,event_based,1
com~,_,event_based,1
ah,ma,event_based,1
bi,b,event_based,1
vitamin~,_,event_based,1
sì,certo,event_based,1
mh,un,event_based,1
mhmh,l'avevano,event_based,1
pep~,_,event_based,1
son,sono,event_based,1
be'son,_,event_based,1
caponata,_,event_based,1
mh,giro,event_based,1
okey,_,event_based,1
eh,sporista,event_based,1
si,ma,event_based,1
le~,e,event_based,1
vabbè,va,event_based,1
casua~,_,event_based,1
ah,questa,event_based,1
mh,co,event_based,1
mhmh,i,event_based,1
commecia~,_,event_based,1
top,_,event_based,1
mh,paraffaello,event_based,1
mi,a,event_based,1
madonna,chiedo,event_based,1
indubbiamente,_,event_based,1
eh,questo,event_based,1
eh,possibile,event_based,1
esatto,città,event_based,1
assolutam~,vero,event_based,1
sì,l'eternal,event_based,1
pen~,_,event_based,1
l'india,_,event_based,1
sì,no,event_based,1
eh,certo,event_based,1
esatto,capire,event_based,1
vabè,_,event_based,1
darlo,dare,event_based,1
se,_,event_based,1
potre~,_,event_based,1
immaginavo,_,event_based,1
immagi~,_,event_based,1
ehm,esatto,event_based,1
esatto,una,event_based,1
g~,_,event_based,1
cos~,_,event_based,1
tren~,_,event_based,1
ani,_,event_based,1
negli,_,event_based,1
certo,dell'editoria,event_based,1
e,anche,event_based,1
sì,del,event_based,1
sì,ufficino,event_based,1
dell'editoria,_,event_based,1
de,_,event_based,1
f~,c'è,event_based,1
il,che,event_based,1
tro~,_,event_based,1
sì,sarà,event_based,1
mh,verdura,event_based,1
eh,starace,event_based,1
abbas~,_,event_based,1
tanto,_,event_based,1
neanche,_,event_based,1
posto,_,event_based,1
correlato,_,event_based,1
sì,po,event_based,1
bravo,_,event_based,1
tredici,_,event_based,1
do~,_,event_based,1
avandolini,_,event_based,1
eh,millenovecentotrentasei,event_based,1
possibile,_,event_based,1
soldi,_,event_based,1
stato,_,event_based,1
cercato,_,event_based,1
eh,preso,event_based,1
dai,_,event_based,1
po'liquido,_,event_based,1
liq~,_,event_based,1
mh,buono,event_based,1
vista,_,event_based,1
punto,_,event_based,1
cu~,_,event_based,1
abbastanza,_,event_based,1
pote~,_,event_based,1
presenti,_,event_based,1
fossero,_,event_based,1
catalogo,_,event_based,1
po~,_,event_based,1
biblioteca,_,event_based,1
due,_,event_based,1
ventiminu~,ventizero,event_based,1
anda~,_,event_based,1
vennero,_,event_based,1
censi~,_,event_based,1
all'archiginnasio,_,event_based,1
chiave,_,event_based,1
popo~,_,event_based,1
alle,_,event_based,1
secon~,_,event_based,1
faci~,_,event_based,1
gran,_,event_based,1
perdita,_,event_based,1
no,e,event_based,1
popola~,_,event_based,1
unisce,_,event_based,1
ventimila,_,event_based,1
fabliaux,_,wer_based,1
questi,dopodiché,wer_based,1
spec~,_,wer_based,1
ques,_,wer_based,1
intertestuale,e,wer_based,1
sì,lì,wer_based,1
sì,da,wer_based,1
prenderlo,prendere,wer_based,1
eh,l'avevo,wer_based,1
esempio,_,wer_based,1
riflessione,_,wer_based,1
va,perché,wer_based,1
lunghi,_,wer_based,1
troppo,_,wer_based,1
quello,grazie,wer_based,1
certamente,_,wer_based,1
sì,mentale,wer_based,1
mah,perché,wer_based,1
ehm,lì,wer_based,1
ah,no,wer_based,1
cioè,sei,wer_based,1
to,_,wer_based,1
esat~,_,wer_based,1
ecco,molto,wer_based,1
fa~,_,wer_based,1
stati,_,wer_based,1
comm~,_,wer_based,1
effettuava,_,wer_based,1
utilizzato,_,wer_based,1
senti'tre,_,wer_based,1
~tecario,_,wer_based,1
sara,co,wer_based,1
sar~,_,wer_based,1
mh,io,wer_based,1
mhmh,bella,wer_based,1
sì,gratis,wer_based,1
ehm,la,wer_based,1
omaggio,_,wer_based,1
bevono,_,wer_based,1
ah,gli,wer_based,1
però,_,wer_based,1
ah,c'era,wer_based,1
certo,evo,wer_based,1
note,_,wer_based,1
pagine,_,wer_based,1
cinquanta,_,wer_based,1
ehm,tranca,wer_based,1
eh,accorciato,wer_based,1
mh,d'alfa,wer_based,1
stessa,_,wer_based,1
ehm,i,wer_based,1
uguali,_,wer_based,1
tutte,_,wer_based,1
va,l'importante,wer_based,1
tratti,_,wer_based,1
manu~,_,wer_based,1
risolvibili,quindi,wer_based,1
sì,detto,wer_based,1
collingwood,_,wer_based,1
studenti,_,wer_based,1
studen~,_,wer_based,1
branca,_,wer_based,1
accorciata,corsetta,wer_based,1
ryan,_,wer_based,1
con,_,wer_based,1
depp,_,wer_based,1
johnny,_,wer_based,1
del,il,wer_based,1
fotte,_,wer_based,1
gosling,_,wer_based,1
ryan,fatto,wer_based,1
c'è,mi,wer_based,1
se,non,wer_based,1
cioè,e,wer_based,1
r~,cosa,wer_based,1
infatti,fatti,wer_based,1
parl~,_,wer_based,1
vede~,_,wer_based,1
si,grazie,wer_based,1
mbeh,un,wer_based,1
aah,_,wer_based,1
sparks,_,wer_based,1
nicholas,_,wer_based,1
libro,_,wer_based,1
quin~,_,wer_based,1
sparks,parks,wer_based,1
mhmh,che,wer_based,1
coll'ide~,l'idea,wer_based,1
mhmh,con,wer_based,1
mh,le,wer_based,1
fidanza,_,wer_based,1
po'si,_,wer_based,1
dopo,_,wer_based,1
non,farà,wer_based,1
voglio,senti,wer_based,1
visto,vista,wer_based,1
ho,fatto,wer_based,1
fa~,ha,wer_based,1
hai,mi,wer_based,1
ah,chiami,wer_based,1
grugno,le,wer_based,1
er,spacca,wer_based,1
sfasciate,lo,wer_based,1
giugno,giù,wer_based,1
insegnate,insegnato,wer_based,1
infatti,fa,wer_based,1
ste,_,wer_based,1
inascoltabili,_,wer_based,1
m~,_,wer_based,1
go~,_,wer_based,1
me,mi,wer_based,1
tut~,_,wer_based,1
mh,adesso,wer_based,1
lui,così,wer_based,1
era,ma,wer_based,1
sì,a,wer_based,1
eh,massone,wer_based,1
chi,è,wer_based,1
hollywood,_,wer_based,1
ame~,_,wer_based,1
eh,entra,wer_based,1
discografia,_,wer_based,1
eh,gosling,wer_based,1
stiamo,_,wer_based,1
siam~,_,wer_based,1
indentico,_,wer_based,1
informazioni,_,wer_based,1
mh,delle,wer_based,1
traduzione,_,wer_based,1
pubbli~,_,wer_based,1
opere,traduzioni,wer_based,1
trad~,_,wer_based,1
hascelto,_,wer_based,1
vista,_,wer_based,1
punto,_,wer_based,1
cu~,_,wer_based,1
abbastanza,_,wer_based,1
pote~,_,wer_based,1
presenti,_,wer_based,1
fossero,_,wer_based,1
ah,allora,wer_based,1
certo,si,wer_based,1
sì,questo,wer_based,1
sì,lasciarmi,wer_based,1
po~,_,wer_based,1
biblioteca,_,wer_based,1
ventimila,_,wer_based,1
ventiminu~,ventizero,wer_based,1
anda~,_,wer_based,1
vennero,_,wer_based,1
censi~,_,wer_based,1
all'archiginnasio,_,wer_based,1
chiave,_,wer_based,1
popo~,_,wer_based,1
alle,_,wer_based,1
secon~,_,wer_based,1
mh,alla,wer_based,1
eh,per,wer_based,1
rivi~,_,wer_based,1
fem~,_,wer_based,1
scri~,_,wer_based,1
mh,loro,wer_based,1
giustamente,_,wer_based,1
okay,l'autore,wer_based,1
capito,meno,wer_based,1
ho,a,wer_based,1
mh,se,wer_based,1
buiatti,_,wer_based,1
mh,svegliato,wer_based,1
eh,dell'opera,wer_based,1
dell'autore,_,wer_based,1
il,dell'autore,wer_based,1
anal~,_,wer_based,1
lu,_,wer_based,1
lu,grazie,wer_based,1
mh,cognome,wer_based,1
okay,cognomi,wer_based,1
mh,nomi,wer_based,1
sì,due,wer_based,1
cognome,_,wer_based,1
nomi,_,wer_based,1
sì,short,wer_based,1
mh,quelli,wer_based,1
italiano,_,wer_based,1
tradotte,_,wer_based,1
fonda,_,wer_based,1
vari,_,wer_based,1
varie,_,wer_based,1
mh,si,wer_based,1
eh,millenovecentotrentasei,wer_based,1
possibile,_,wer_based,1
soldi,_,wer_based,1
ci~,_,wer_based,1
grandi,_,wer_based,1
nelle,_,wer_based,1
fos~,_,wer_based,1
elima~,_,wer_based,1
poteva,_,wer_based,1
bilbioteca,_,wer_based,1
biblioteche,_,wer_based,1
ottobre,_,wer_based,1
eh,di,wer_based,1
beh,che,wer_based,1
faci~,_,wer_based,1
eh,riuscivano,wer_based,1
mh,bellissimo,wer_based,1
trento~,_,wer_based,1
quara~,_,wer_based,1
sì,in,wer_based,1
eh,o,wer_based,1
vabbè,era,wer_based,1
eh,oltre,wer_based,1
cioè,katia,wer_based,1
mh,negli,wer_based,1
certo,però,wer_based,1
eh,hai,wer_based,1
certo,c'è,wer_based,1
ah,chiara,wer_based,1
eh,sei,wer_based,1
eh,guarda,wer_based,1
gran,_,wer_based,1
perdita,_,wer_based,1
no,e,wer_based,1
popola~,_,wer_based,1
unisce,_,wer_based,1
eh,perché,wer_based,1
g~,_,wer_based,1
cos~,_,wer_based,1
ani,anni,wer_based,1
certo,dell'editoria,wer_based,1
e,anche,wer_based,1
sì,del,wer_based,1
sì,ufficino,wer_based,1
dell'editoria,_,wer_based,1
de,_,wer_based,1
avandolini,_,wer_based,1
il,che,wer_based,1
tro~,_,wer_based,1
sì,sarà,wer_based,1
cercato,_,wer_based,1
eh,starace,wer_based,1
abbas~,_,wer_based,1
tanto,_,wer_based,1
neanche,_,wer_based,1
posto,_,wer_based,1
correlato,_,wer_based,1
sì,po,wer_based,1
bravo,_,wer_based,1
tredici,_,wer_based,1
do~,_,wer_based,1
mh,venti,wer_based,1
f~,c'è,wer_based,1
prim~,_,wer_based,1
sì,fare,wer_based,1
l'istruttore,fare,wer_based,1
atleta,_,wer_based,1
l'al~,l'atleta,wer_based,1
mhmhmh,e,wer_based,1
ottimo,_,wer_based,1
bene,ritornata,wer_based,1
ah,sono,wer_based,1
mhmhmh,ho,wer_based,1
sìsìsì,_,wer_based,1
arrivavi,arrivava,wer_based,1
l'au~,_,wer_based,1
m,media,wer_based,1
fine,_,wer_based,1
mai,_,wer_based,1
ho,mi,wer_based,1
uhm,_,wer_based,1
eh,l'ho,wer_based,1
inf~,_,wer_based,1
mh,com'è,wer_based,1
eh,scorista,wer_based,1
si,non,wer_based,1
le~,e,wer_based,1
vabbè,va,wer_based,1
mh,tre,wer_based,1
casua~,_,wer_based,1
ah,questa,wer_based,1
mh,co,wer_based,1
mhmh,i,wer_based,1
pesato,_,wer_based,1
sì,era,wer_based,1
okay,adesso,wer_based,1
sì,oster,wer_based,1
eh,ostrus,wer_based,1
sempre,_,wer_based,1
ehm,gli,wer_based,1
mhmh,ieri,wer_based,1
mhmh,sì,wer_based,1
qu~,_,wer_based,1
mhmh,allora,wer_based,1
mh,memoria,wer_based,1
esatto,so,wer_based,1
sì,ne,wer_based,1
eh,l'italia,wer_based,1
mhmh,dove,wer_based,1
sape~,_,wer_based,1
ehm,sempre,wer_based,1
mhmh,ho,wer_based,1
ehm,grazie,wer_based,1
bologna,_,wer_based,1
a,finora,wer_based,1
sempre,quindi,wer_based,1
m,è,wer_based,1
mhmh,non,wer_based,1
sì,comunque,wer_based,1
inter~,_,wer_based,1
scusa,_,wer_based,1
mhmh,d'america,wer_based,1
eh,l'america,wer_based,1
eheh,_,wer_based,1
divers~,_,wer_based,1
mh,lavorato,wer_based,1
ehm,è,event_based,1
direi,_,event_based,1
to,_,event_based,1
esat~,_,event_based,1
ecco,molto,event_based,1
fa~,_,event_based,1
stati,_,event_based,1
comm~,_,event_based,1
effettuava,_,event_based,1
utilizzato,_,event_based,1
indennizzo,_,event_based,1
concesso,_,event_based,1
viene,_,event_based,1
dell'amminis~,_,event_based,1
okay,mmhmm,wer_based,1
in,una,event_based,1
sarebbe,e,event_based,1
limitatamente,illimitatamente,event_based,1
del~,_,event_based,1
sicuramen~,delivera,event_based,1
note,_,event_based,1
riflessione,_,event_based,1
spec~,_,event_based,1
esatto,lui,event_based,1
mh,già,wer_based,1
comunicat~,_,wer_based,1
compilano,_,wer_based,1
mh,l'obiettivo,wer_based,1
ah,maraviglia,wer_based,1
dis~,_,wer_based,1
facoltà,_,event_based,1
commecia~,_,wer_based,1
top,_,wer_based,1
eh,papà,wer_based,1
mh,paraffaello,wer_based,1
madonna,_,wer_based,1
indubbiamente,_,wer_based,1
no,ma,wer_based,1
beh,e,wer_based,1
e,è,wer_based,1
mh,diciamo,wer_based,1
okay,no,wer_based,1
mh,stendici,wer_based,1
e,l'otto,wer_based,1
mia,_,wer_based,1
mamma,_,wer_based,1
cioè,sei,event_based,1
mh,stavano,wer_based,1
mh,dove,wer_based,1
forza,_,wer_based,1
sì,l'ho,wer_based,1
po'dietro,po,wer_based,1
po'die~,_,wer_based,1
elezioni,_,wer_based,1
lunghi,_,event_based,1
troppo,_,event_based,1
~tecario,_,event_based,1
certamente,_,event_based,1
sì,mentale,event_based,1
mah,perché,event_based,1
ehm,lì,event_based,1
ah,no,event_based,1
mh,c'era,wer_based,1
eh,millenovecentosettantaquattro,wer_based,1
l'amm~,_,wer_based,1
mh,dimmi,wer_based,1
eh,se,wer_based,1
l'unanimità,_,wer_based,1
q~,_,wer_based,1
manifes~,_,wer_based,1
sociale,_,wer_based,1
contratto,_,wer_based,1
o,_,wer_based,1
se,si,wer_based,1
siano,_,wer_based,1
condu~,giuntiva,wer_based,1
mh,ministri,wer_based,1
sì,perché,wer_based,1
de~,_,wer_based,1
esatto,il,wer_based,1
eh,da,wer_based,1
infatti,una,wer_based,1
accomandita,_,wer_based,1
accomandita,accomandità,wer_based,1
eh,comandita,wer_based,1
ah,una,wer_based,1
ehm,che,wer_based,1
eh,film,wer_based,1
grossmann,_,wer_based,1
daivd,_,wer_based,1
gro~,oster,wer_based,1
le,dei,wer_based,1
no,io,wer_based,1
disgiuntiva,_,wer_based,1
dell'amore,_,wer_based,1
r~,_,wer_based,1
del,dell'amore,wer_based,1
piaceva,piacevano,wer_based,1
mh,l'altro,wer_based,1
profe~,_,wer_based,1
d~,_,wer_based,1
sap~,_,wer_based,1
felice,ferito,wer_based,1
tri~,treo,wer_based,1
indennizzo,_,wer_based,1
concesso,_,wer_based,1
viene,_,wer_based,1
esatto,lui,wer_based,1
dell'amminis~,_,wer_based,1
li,_,wer_based,1
in,una,wer_based,1
sarebbe,e,wer_based,1
limitatamente,illimitatamente,wer_based,1
del~,_,wer_based,1
sicuramen~,delivera,wer_based,1
revocare,_,wer_based,1
li,c'è,wer_based,1
cer~,dal,wer_based,1
eh,può,wer_based,1
l'assemblea,_,wer_based,1
l'amministra~,_,wer_based,1
causa,_,wer_based,1
giusta,_,wer_based,1
senza,_,wer_based,1
risposta,_,wer_based,1
facoltà,_,wer_based,1
eh,rappresentativi,wer_based,1
certo,e,wer_based,1
d'accordo,quando,wer_based,1
d'accordo,pubblici,wer_based,1
macchina,_,wer_based,1
ecco,d'accordo,wer_based,1
d'accordo,e,wer_based,1
ok~,_,wer_based,1
quartie~,_,wer_based,1
i~,_,wer_based,1
fiore~,_,wer_based,1
via,_,wer_based,1
bolognina,_,wer_based,1
eh,loro,wer_based,1
eh,i,wer_based,1
document~,_,wer_based,1
sì,fino,wer_based,1
sì,entra,wer_based,1
eh,fare,wer_based,1
mhmh,sempre,wer_based,1
ce~,_,wer_based,1
po'sì,_,wer_based,1
eh,mmm,wer_based,1
mhmh,sono,wer_based,1
sì,mani,wer_based,1
beh,le,wer_based,1
ah,imboccava,wer_based,1
sì,ci,wer_based,1
sì,alcuni,wer_based,1
okay,arrivato,wer_based,1
mhmh,questo,wer_based,1
mhmhù,_,wer_based,1
bio,_,wer_based,1
le,e,wer_based,1
viv~,_,wer_based,1
mh,cominciato,wer_based,1
ma,massimo,wer_based,1
mh,costruisco,wer_based,1
infatti,e,wer_based,1
sì,come,wer_based,1
stranieri,_,wer_based,1
mhmh,mi,wer_based,1
mhmh,qui,wer_based,1
mh,tantissime,wer_based,1
beh,forse,wer_based,1
mh,un'altra,wer_based,1
okay,l'unico,wer_based,1
l'albero,_,wer_based,1
mh,poi,wer_based,1
dopo,perché,wer_based,1
mh,po,wer_based,1
eh,ci,wer_based,1
va,vabbè,wer_based,1
grattuggiato,grattugiato,wer_based,1
pane,_,wer_based,1
bello,po,wer_based,1
d'accordo,non,wer_based,1
confermo,_,wer_based,1
isp~,_,wer_based,1
be~,tutta,wer_based,1
va,panettone,wer_based,1
eh,c'era,wer_based,1
mh,come,wer_based,1
all~,_,wer_based,1
bene,che,wer_based,1
va,amico,wer_based,1
mh,mio,wer_based,1
delirio,chiesto,wer_based,1
eh,ha,wer_based,1
vero,c'è,wer_based,1
è,non,wer_based,1
mhmhmhmh,_,wer_based,1
eh,va,wer_based,1
mh,frequentare,wer_based,1
sì,metà,wer_based,1
si,c'era,wer_based,1
davvero,_,wer_based,1
d'accordo,da,wer_based,1
cosè,cos'è,wer_based,1
sì,all'olimpico,wer_based,1
eh,vanno,wer_based,1
ma,no,wer_based,1
sta,grazie,wer_based,1
ci,tutti,wer_based,1
sta,a,wer_based,1
ci,grazie,wer_based,1
okay,però,wer_based,1
mancato,_,wer_based,1
mhmh,però,wer_based,1
sì,avevate,wer_based,1
dio,sì,wer_based,1
mio,sì,wer_based,1
oh,sì,wer_based,1
ehm,ho,wer_based,1
okay,d'accordo,wer_based,1
mh,varietà,wer_based,1
mh,renunciavo,wer_based,1
mh,nel,wer_based,1
eh,dell'ottantotto,wer_based,1
mh,regalava,wer_based,1
no,grazie,wer_based,1
allora,_,wer_based,1
eh,c'hai,wer_based,1
eh,invitata,wer_based,1
infatti,mmm,wer_based,1
beh,non,wer_based,1
mh,alimentari,wer_based,1
mh,col,wer_based,1
mh,quelle,wer_based,1
mh,ah,wer_based,1
mh,quando,wer_based,1
tira~,_,wer_based,1
richiamo,_,wer_based,1
secondo,bucciola,wer_based,1
è,preferisco,wer_based,1
la~,io,wer_based,1
mhmh,guarda,wer_based,1
signora,_,wer_based,1
cin~,_,wer_based,1
sì,parte,wer_based,1
si,è,wer_based,1
eh,poi,wer_based,1
mh,trovi,wer_based,1
mh,ti,wer_based,1
eh,appunto,wer_based,1
credo,_,wer_based,1
mh,ora,wer_based,1
darlo,dare,wer_based,1
se,_,wer_based,1
potre~,_,wer_based,1
immaginavo,_,wer_based,1
immagi~,_,wer_based,1
ehm,esatto,wer_based,1
eh,possibile,wer_based,1
mo~,_,wer_based,1
capisco,_,wer_based,1
mh,scegliere,wer_based,1
mh,posso,wer_based,1
con~,_,wer_based,1
rendo,_,wer_based,1
disciplinari,_,wer_based,1
eh,bigwick,wer_based,1
infarinatura,_,wer_based,1
crediti,_,wer_based,1
sei,_,wer_based,1
collo~,_,wer_based,1
meraviglioso,_,wer_based,1
bravissima,_,wer_based,1
crea~,_,wer_based,1
eh,all'integrazione,wer_based,1
pos~,_,wer_based,1
metolo~,_,wer_based,1
eh,ventitrenta,wer_based,1
eh,l'intervento,wer_based,1
eh,all'interno,wer_based,1
eh,coal,wer_based,1
caresti~,_,wer_based,1
unico,_,wer_based,1
suonicchiare,a,wer_based,1
suoni~,_,wer_based,1
mhmh,okay,wer_based,1
mhmh,va,wer_based,1
okay,il,wer_based,1
mhmh,quindi,wer_based,1
settimana,_,wer_based,1
la,okay,wer_based,1
eh,una,wer_based,1
restan~,_,wer_based,1
okay,c'erano,wer_based,1
eh,calcio,wer_based,1
okay,vabbè,wer_based,1
sport,_,wer_based,1
stai,_,wer_based,1
vabè,_,wer_based,1
okay,che,wer_based,1
certo,so,wer_based,1
mhmh,nell'ambito,wer_based,1
okay,piacerebbe,wer_based,1
mh,apprendista,wer_based,1
eh,okay,wer_based,1
eh,questo,wer_based,1
esatto,una,wer_based,1
esatto,città,wer_based,1
no,è,wer_based,1
assolutam~,vero,wer_based,1
sì,l'eternal,wer_based,1
pen~,_,wer_based,1
l'india,_,wer_based,1
eh,certo,wer_based,1
okay,tipo,wer_based,1
ah,arrivati,event_based,1
mhmh,si,event_based,1
splendido,splendid,event_based,1
esattamente,_,event_based,1
prima,_,event_based,1
andare,grazie,event_based,1
chiaro,piedi,event_based,1
bra~,_,event_based,1
esatto,si,event_based,1
ecco,perché,event_based,1
ehm,veniamo,event_based,1
ah,vedere,event_based,1
ehm,perché,event_based,1
eh,bello,event_based,1
ah,quale,wer_based,1
sono,_,event_based,1
okayey,_,event_based,1
sicilaini,della,event_based,1
okay,sicilia,event_based,1
ah,quella,event_based,1
ah,sempre,event_based,1
okay,villa,event_based,1
eh,varese,event_based,1
okay,attaccate,event_based,1
una,in,event_based,1
ehm,l'ultima,event_based,1
minchia,_,event_based,1
si,incontrata,event_based,1
ste~,_,event_based,1
nello,_,event_based,1
belli,_,event_based,1
inf~,_,event_based,1
mh,com'è,event_based,1
emh,e,event_based,1
abiterei,_,event_based,1
bene,non,event_based,1
okay,io,event_based,1
ah,oh,event_based,1
ri~,_,event_based,1
no,di,event_based,1
sì,però,event_based,1
ri~,lì,event_based,1
chi,_,event_based,1
mh,dell'umbria,event_based,1
mh,paolo,event_based,1
bene,ehi,event_based,1
ah,me,event_based,1
cazzo,_,event_based,1
o,oh,event_based,1
bene,no,event_based,1
va,vengono,event_based,1
ah,a,event_based,1
rucola,grazie,event_based,1
giorni,_,event_based,1
buona,_,event_based,1
eh,era,event_based,1
mhmh,un,event_based,1
okay,l'hai,event_based,1
ehm,certo,event_based,1
esatto,sì,event_based,1
ehm,anche,event_based,1
okay,ricordare,event_based,1
infa~,però,event_based,1
mh,sì,wer_based,1
eh,varese,wer_based,1
okay,attaccate,wer_based,1
cittadina,sì,wer_based,1
una,cittadino,wer_based,1
ehm,l'ultima,wer_based,1
minchia,_,wer_based,1
si,che,wer_based,1
ste~,_,wer_based,1
nello,_,wer_based,1
piaceva,_,wer_based,1
ti,grazie,wer_based,1
okay,o,wer_based,1
chiaramente,sì,wer_based,1
piaceva,_,event_based,1
ehm,a,wer_based,1
sìcerto,_,wer_based,1
anno,_,wer_based,1
hm,_,wer_based,1
va,lo,wer_based,1
beh,sì,wer_based,1
va,ventisei,wer_based,1
eh,trenta,wer_based,1
əh,_,wer_based,1
eh,mara,wer_based,1
ca~,_,wer_based,1
dipe~,_,wer_based,1
tossicope~,_,wer_based,1
pon,_,wer_based,1
pa~,vaupon,wer_based,1
okay,all'università,wer_based,1
ti,grazie,event_based,1
okay,o,event_based,1
chiaramente,_,event_based,1
okay,all'università,event_based,1
ehm,a,event_based,1
sìcerto,_,event_based,1
anno,_,event_based,1
eh,assolutamente,wer_based,1
mhmh,un,wer_based,1
ehm,anche,wer_based,1
okay,ricordare,wer_based,1
ah,me,wer_based,1
ah,arrivati,wer_based,1
mhmh,si,wer_based,1
splendido,splendid,wer_based,1
ah,sempre,wer_based,1
prima,_,wer_based,1
andare,grazie,wer_based,1
okay,è,wer_based,1
chiaro,piedi,wer_based,1
bra~,_,wer_based,1
ecco,perché,wer_based,1
ehm,veniamo,wer_based,1
ah,vedere,wer_based,1
ehm,perché,wer_based,1
belli,_,wer_based,1
sono,_,wer_based,1
okayey,_,wer_based,1
sicilaini,basilicata,wer_based,1
okay,della,wer_based,1
ah,sicilia,wer_based,1
esattamente,_,wer_based,1
caltanissetta,_,wer_based,1
vena~,catanissetta,wer_based,1
bene,essere,wer_based,1
va,può,wer_based,1
emh,ah,wer_based,1
scambio,_,wer_based,1
millenovece~,_,wer_based,1
abiterei,_,wer_based,1
bene,non,wer_based,1
okay,io,wer_based,1
ah,oh,wer_based,1
no,di,wer_based,1
sì,però,wer_based,1
fa,_,wer_based,1
delle,alle,wer_based,1
mh,dell'umbria,wer_based,1
bene,grazie,wer_based,1
infa~,però,wer_based,1
mh,pronto,wer_based,1
o,oh,wer_based,1
bene,no,wer_based,1
va,vengono,wer_based,1
ah,a,wer_based,1
rucola,grazie,wer_based,1
giorni,_,wer_based,1
sta,_,wer_based,1
buona,_,wer_based,1
eh,era,wer_based,1
sì,poi,wer_based,1
nu~,_,wer_based,1
chi,_,wer_based,1
sì,stato,wer_based,1
capito,è,wer_based,1
ho,fortuna,wer_based,1
infatti,po,wer_based,1
ah,stato,wer_based,1
trentadue,_,wer_based,1
frequentar~,_,wer_based,1
foravi,_,wer_based,1
ferefi,_,wer_based,1
eh,giornalista,wer_based,1
assumer~,_,wer_based,1
tr~,_,wer_based,1
eh,primo,wer_based,1
a,ah,wer_based,1
andav~,_,wer_based,1
ehm,com'era,wer_based,1
son,d'accordo,wer_based,1
è,in,wer_based,1
fina~,_,wer_based,1
cinquantas~,_,wer_based,1
sessantase~,_,wer_based,1
eh,sessantasette,wer_based,1
ehm,siamo,wer_based,1
ritorna~,_,wer_based,1
piemonte,_,wer_based,1
quel,_,wer_based,1
part~,_,wer_based,1
raccor~,_,wer_based,1
sess~,_,wer_based,1
eh,già,wer_based,1
all'ape~,_,wer_based,1
han~,_,wer_based,1
pesc~,_,wer_based,1
ehm,okay,wer_based,1
okay,perché,wer_based,1
eh,warhammer,wer_based,1
eh,le,wer_based,1
lì,_,wer_based,1
ant~,_,wer_based,1
peccato,antipopera,wer_based,1
che,faceva,wer_based,1
ah,suo,wer_based,1
li~,_,wer_based,1
scuola,_,wer_based,1
mh,proprio,wer_based,1
parola,_,wer_based,1
ehm,siccome,wer_based,1
ad,_,wer_based,1
nazio~,_,wer_based,1
bilbiografiche,_,wer_based,1
biblioc~,bibliografiche,wer_based,1
mh,a,wer_based,1
mh,l'università,wer_based,1
l'avre~,l'ho,wer_based,1
ottantasei,_,wer_based,1
novantase~,_,wer_based,1
mh,cos'è,wer_based,1
sì,ehm,wer_based,1
e,ehm,wer_based,1
mh,meglio,wer_based,1
rivista,_,wer_based,1
titolo,_,wer_based,1
determinato,_,wer_based,1
sto~,_,wer_based,1
merda,_,wer_based,1
spara~,_,wer_based,1
cacchio,_,wer_based,1
portav~,_,wer_based,1
un'arancia,sono,wer_based,1
bel~,_,wer_based,1
okey,_,wer_based,1
giù,_,wer_based,1
tornata,okay,wer_based,1
~muta,_,wer_based,1
com~,_,wer_based,1
ah,ma,wer_based,1
bi,b,wer_based,1
vitamin~,_,wer_based,1
ehm,giusto,wer_based,1
mhmh,l'avevano,wer_based,1
pep~,_,wer_based,1
be'son,_,wer_based,1
caponata,_,wer_based,1
mh,giro,wer_based,1
eh,preso,wer_based,1
mh,allora,wer_based,1
dai,_,wer_based,1
po'liquido,_,wer_based,1
liq~,_,wer_based,1
mh,buono,wer_based,1
okay,dubai,wer_based,1
re~,_,wer_based,1
ohm,_,wer_based,1
laura,_,wer_based,1
sì,certo,wer_based,1
incapace,_,wer_based,1
