token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
114-1	BO087	114	è	è	linguistic	_	_	_	_	_	_	_
114-2	BO087	114	il	il	linguistic	_	_	_	_	_	_	_
114-3	BO087	114	nome?	nome	linguistic	Intonation=Rising	_	_	_	_	_	_
114-4	BO087	114	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
114-5	BO087	114	o	o	linguistic	_	_	_	_	_	_	_
114-6	BO087	114	è	è	linguistic	_	_	_	_	_	_	_
114-7	BO087	114	il	il	linguistic	_	_	_	_	_	_	_
114-8	BO087	114	co[gnome]?	cognome	linguistic	Intonation=Rising	End=346.752	_	_	_	2-7(27)	_
115-0	BO089	115	[sono]	sono	linguistic	_	Begin=346.333	_	_	_	0-4(27)	_
115-1	BO089	115	i	i	linguistic	_	_	_	_	_	_	_
115-2	BO089	115	cognomi.	cognomi	linguistic	Intonation=Falling	End=347.461	_	_	_	_	_
116-0	BO087	116	ba	ba	linguistic	_	Begin=347.922	_	_	_	_	_
116-1	BO087	116	jin,	jin	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
116-2	BO087	116	sono	sono	linguistic	_	_	_	_	_	_	_
116-3	BO087	116	due	due	linguistic	_	_	_	_	_	_	_
116-4	BO087	116	cognomi.	cognomi	linguistic	Intonation=Falling	End=349.758	_	_	_	_	_
117-0	BO089	117	no	no	linguistic	_	Begin=349.801	_	_	_	_	_
117-1	BO089	117	è	è	linguistic	_	_	_	_	_	_	SR[93]
117-2	BO089	117	il	il	linguistic	_	_	_	_	_	_	SR[93]
117-3	BO089	117	no~	no~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[93]
117-4	BO089	117	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[93]
117-5	BO089	117	cognome,	cognome	linguistic	Intonation=WeaklyRising	_	_	_	_	_	SR[93]
117-6	BO089	117	e	e	linguistic	_	_	_	_	_	_	SR[93]
117-7	BO089	117	no[me].	nome	linguistic	Intonation=Falling	End=351.87	_	_	_	2-4(28)	SR[93]
118-0	BO087	118	[co]gnome	cognome	linguistic	_	Begin=351.473	_	_	_	0-2(28)	BC[9]
118-1	BO087	118	nome	nome	linguistic	_	_	_	_	_	_	BC[9]
118-2	BO087	118	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
118-3	BO087	118	[e	e	linguistic	_	_	_	_	_	0-1(29)	_
118-4	BO087	118	in	in	linguistic	_	_	_	_	_	0-2(29)	_
118-5	BO087	118	cinese	cinese	linguistic	_	_	_	_	_	0-6(29)	_
118-6	BO087	118	loro]	loro	linguistic	_	_	_	_	_	0-4(29)	_
118-7	BO087	118	come	come	linguistic	_	_	_	_	_	_	_
118-8	BO087	118	si	si	linguistic	_	_	_	_	_	_	_
118-9	BO087	118	chiamano?	chiamano	linguistic	Intonation=Rising	End=354.192	_	_	_	_	_
119-0	BO089	119	[poi	poi	linguistic	_	Begin=352.265	_	_	_	0-3(29)	_
119-1	BO089	119	alcuni::],	alcuni	linguistic	Intonation=WeaklyRising	End=353.412	5x2	_	_	0-6(29)	_
120-0	BO087	120	si	si	linguistic	_	Begin=354.538	_	_	_	_	_
120-1	BO087	120	chiama[no	chiamano	linguistic	_	_	_	_	_	6-8(30)	_
120-2	BO087	120	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(30)	_
120-3	BO087	120	cioè,	cioè	linguistic	Intonation=WeaklyRising	_	_	_	_	0-4(30)	_
120-4	BO087	120	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(30)	_
120-5	BO087	120	no]me	nome	linguistic	_	_	_	_	_	0-2(30)	_
120-6	BO087	120	e	e	linguistic	_	_	_	_	_	_	_
120-7	BO087	120	cognome	cognome	linguistic	_	_	_	_	_	_	_
120-8	BO087	120	come	come	linguistic	_	_	_	_	_	_	_
120-9	BO087	120	in	in	linguistic	_	_	_	_	_	_	_
120-10	BO087	120	italiano,	italiano	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
120-11	BO087	120	perché	perché	linguistic	_	_	_	_	_	_	_
120-12	BO087	120	noi	noi	linguistic	_	_	_	_	_	_	_
120-13	BO087	120	in	in	linguistic	_	_	_	_	_	_	_
120-14	BO087	120	italiano	italiano	linguistic	_	_	_	_	_	_	_
120-15	BO087	120	ci	ci	linguistic	_	_	_	_	_	_	_
120-16	BO087	120	chiaiamo	chiaiamo	linguistic	_	_	_	_	_	_	_
120-17	BO087	120	nome	nome	linguistic	_	_	_	_	_	_	_
120-18	BO087	120	e	e	linguistic	_	_	_	_	_	_	_
120-19	BO087	120	cognome.	cognome	linguistic	Intonation=Falling	End=359.165	_	_	_	_	_
121-0	BO089	121	[e::h	eh	linguistic	ProsodicLink=Yes	Begin=355.093	0x2	_	_	0-2(30)	FP[59]
121-1	BO089	121	m:::h],	mh	linguistic	Intonation=WeaklyRising	End=356.009	0x3	_	_	0-2(30)	FP[59]
122-0	BO087	122	poi	poi	linguistic	_	Begin=359.454	_	_	_	_	_
122-1	BO087	122	quando	quando	linguistic	_	_	_	_	_	_	_
122-2	BO087	122	ci	ci	linguistic	_	_	_	_	_	_	_
122-3	BO087	122	elencano,	elencano	linguistic	Intonation=WeaklyRising	End=360.899	_	_	_	_	_
123-0	BO087	123	invertono	invertono	linguistic	_	Begin=361.431	_	_	_	_	_
123-1	BO087	123	il	il	linguistic	_	_	_	_	_	_	_
123-2	BO087	123	nostro	nostro	linguistic	_	_	_	_	_	_	_
123-3	BO087	123	nome	nome	linguistic	_	_	_	_	_	_	_
123-4	BO087	123	norm[ale	normale	linguistic	_	_	_	_	_	4-7(31)	_
123-5	BO087	123	dicono]	dicono	linguistic	_	_	_	_	_	0-6(31)	_
123-6	BO087	123	prima	prima	linguistic	_	_	_	_	_	_	_
123-7	BO087	123	il	il	linguistic	_	_	_	_	_	_	_
123-8	BO087	123	cognome	cognome	linguistic	_	_	_	_	_	_	_
123-9	BO087	123	poi	poi	linguistic	_	_	_	_	_	_	_
123-10	BO087	123	mettono	mettono	linguistic	_	_	_	_	_	_	_
123-11	BO087	123	una	una	linguistic	_	_	_	_	_	_	_
123-12	BO087	123	virgola	virgola	linguistic	_	_	_	_	_	_	_
123-13	BO087	123	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
123-14	BO087	123	e	e	linguistic	_	_	_	_	_	_	_
123-15	BO087	123	mettono	mettono	linguistic	_	_	_	_	_	_	_
123-16	BO087	123	ciò	ciò	linguistic	_	_	_	_	_	_	_
123-17	BO087	123	che	che	linguistic	_	_	_	_	_	_	_
123-18	BO087	123	viene	viene	linguistic	_	_	_	_	_	_	_
123-19	BO087	123	dopo	dopo	linguistic	_	_	_	_	_	_	_
123-20	BO087	123	gius[to]?	giusto	linguistic	Intonation=Rising	End=369.05	_	_	_	4-6(32)	_
124-0	BO089	124	[mh	mh	linguistic	_	Begin=363.858	_	_	_	0-2(31)	BC[10]
124-1	BO089	124	mh],	mh	linguistic	Intonation=WeaklyRising	End=364.396	_	_	_	0-2(31)	BC[10]
125-0	BO089	125	[mh]mh,	mhmh	linguistic	Intonation=WeaklyRising	Begin=368.89|End=369.372	_	_	_	0-2(32)	BC
126-0	BO087	126	loro?	loro	linguistic	Intonation=Rising	Begin=370.52|End=371.2	_	_	_	_	_
127-0	BO087	127	la	la	linguistic	_	Begin=372.804	_	_	_	_	_
127-1	BO087	127	sequenza	sequenza	linguistic	_	_	_	_	_	_	_
127-2	BO087	127	normale	normale	linguistic	_	End=374.546	_	_	_	_	_
128-0	BO087	128	della	della	linguistic	_	Begin=374.757|End=375.363	_	_	_	_	_
129-0	BO087	129	deno[minazione],	denominazione	linguistic	Intonation=WeaklyRising	Begin=375.696|End=376.789	_	_	_	4-13(33)	_
130-0	BO089	130	[cogn~	cogn~	linguistic	Interrupted=Yes	Begin=375.895	_	_	_	0-5(33)	_
130-1	BO089	130	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(33)	_
130-2	BO089	130	cognome]	cognome	linguistic	_	_	_	_	_	0-7(33)	_
130-3	BO089	130	nome.	nome	linguistic	Intonation=Falling	End=377.42	_	_	_	_	_
131-0	BO087	131	cognome	cognome	linguistic	_	Begin=377.42	_	_	_	_	_
131-1	BO087	131	nom[e?	nome	linguistic	Intonation=Rising	_	_	_	_	3-4(34)	_
131-2	BO087	131	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(34)	_
131-3	BO087	131	pri]ma	prima	linguistic	_	_	_	_	_	0-3(34)	BC[11]
131-4	BO087	131	si	si	linguistic	_	_	_	_	_	_	BC[11]
131-5	BO087	131	dice	dice	linguistic	_	_	_	_	_	_	BC[11]
131-6	BO087	131	il	il	linguistic	_	_	_	_	_	_	BC[11]
131-7	BO087	131	cognome,	cognome	linguistic	Intonation=WeaklyRising	_	_	_	_	_	BC[11]
131-8	BO087	131	poi	poi	linguistic	_	_	_	_	_	_	BC[11]
131-9	BO087	131	il	il	linguistic	_	_	_	_	_	_	BC[11]
131-10	BO087	131	nome.	nome	linguistic	Intonation=Falling	End=380.47	_	_	_	_	BC[11]
132-0	BO089	132	[sì].	sì	linguistic	Intonation=Falling	Begin=378.554|End=378.858	_	_	_	0-2(34)	BC[12]
133-0	BO089	133	mh	mh	linguistic	_	Begin=380.44	_	_	_	_	BC[12]
133-1	BO089	133	mh,	mh	linguistic	Intonation=WeaklyRising	End=380.82	_	_	_	_	BC[12]
134-0	BO087	134	okay.	okay	linguistic	Intonation=Falling	Begin=380.98|End=381.539	_	_	_	_	BC
135-0	BO089	135	sì	sì	linguistic	_	Begin=381.539	_	_	_	_	BC
135-1	BO089	135	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP
135-2	BO089	135	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
135-3	BO089	135	il	il	linguistic	_	_	_	_	_	_	_
135-4	BO089	135	mh	mh	linguistic	_	_	_	_	_	_	FP
135-5	BO089	135	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
135-6	BO089	135	il	il	linguistic	_	_	_	_	_	_	_
135-7	BO089	135	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP
135-8	BO089	135	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
135-9	BO089	135	il	il	linguistic	_	_	_	_	_	_	_
135-10	BO089	135	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
135-11	BO089	135	elemento	elemento	linguistic	_	_	_	_	_	_	_
135-12	BO089	135	importante,	importante	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
135-13	BO089	135	è	è	linguistic	_	_	_	_	_	_	_
135-14	BO089	135	il	il	linguistic	_	_	_	_	_	_	_
135-15	BO089	135	cognome	cognome	linguistic	_	_	_	_	_	_	_
135-16	BO089	135	nel	nel	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
135-17	BO089	135	e::h,	eh	linguistic	Intonation=WeaklyRising	End=388.405	0x2	_	_	_	FP
136-0	BO089	136	nel	nel	linguistic	_	Begin=388.971	_	_	_	_	_
136-1	BO089	136	nel	nel	linguistic	_	_	_	_	_	_	_
136-2	BO089	136	in	in	linguistic	_	_	_	_	_	_	_
136-3	BO089	136	cina	cina	linguistic	_	_	_	_	_	_	_
136-4	BO089	136	insomma.	insomma	linguistic	Intonation=Falling	End=390.52	_	_	_	_	_
137-0	BO089	137	però	però	linguistic	_	Begin=390.861	_	_	_	_	_
137-1	BO089	137	alcuni	alcuni	linguistic	_	_	_	_	_	_	_
137-2	BO089	137	non	non	linguistic	_	_	_	_	_	_	_
137-3	BO089	137	sono	sono	linguistic	_	_	_	_	_	_	_
137-4	BO089	137	proprio	proprio	linguistic	_	_	_	_	_	_	_
137-5	BO089	137	i	i	linguistic	_	_	_	_	_	_	_
137-6	BO089	137	nomi	nomi	linguistic	_	_	_	_	_	_	_
137-7	BO089	137	reali,	reali	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
137-8	BO089	137	perché	perché	linguistic	_	_	_	_	_	_	_
137-9	BO089	137	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP
137-10	BO089	137	hanno	hanno	linguistic	_	_	_	_	_	_	_
137-11	BO089	137	usato	usato	linguistic	_	_	_	_	_	_	_
137-12	BO089	137	degli	degli	linguistic	_	_	_	_	_	_	_
137-13	BO089	137	pseudo~	pseudo~	linguistic	Interrupted=Yes	_	_	_	_	_	_
137-14	BO089	137	pseudonimi	pseudonimi	linguistic	_	_	_	_	_	_	_
137-15	BO089	137	nella	nella	linguistic	_	_	_	_	_	_	_
137-16	BO089	137	loro	loro	linguistic	_	_	_	_	_	_	_
137-17	BO089	137	carriera	carriera	linguistic	_	_	_	_	_	_	_
137-18	BO089	137	tipo	tipo	linguistic	_	_	_	_	_	_	_
137-19	BO089	137	lu	lu	linguistic	_	_	_	_	_	_	_
137-20	BO089	137	xun.	xun	linguistic	Intonation=Falling	End=398.292	_	_	_	_	_
138-0	BO087	138	[lu	lu	linguistic	_	Begin=398.876	_	_	_	0-2(36)	BC[13]
138-1	BO087	138	xun	xun	linguistic	_	_	_	_	_	0-3(36)	BC[13]
138-2	BO087	138	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(36)	_
138-3	BO087	138	dov'	dov'	linguistic	SpaceAfter=No	_	_	_	_	0-4(36)	_
138-4	BO087	138	è]?	è	linguistic	Intonation=Rising	End=400.271	_	_	_	0-1(36)	_
139-0	BO089	139	[e:::h	eh	linguistic	_	Begin=398.88	0x3	_	_	0-2(36)	_
139-1	BO089	139	il	il	linguistic	_	_	_	_	_	0-2(36)	_
139-2	BO089	139	padre	padre	linguistic	_	_	_	_	_	0-5(36)	_
139-3	BO089	139	del],	del	linguistic	Intonation=WeaklyRising	End=400.28	_	_	_	0-3(36)	_
140-0	BO089	140	lu	lu	linguistic	_	Begin=400.551	_	_	_	_	_
140-1	BO089	140	xu:[n],	xun	linguistic	Intonation=WeaklyRising	End=401.426	1x1	_	_	2-3(37)	_
141-0	BO087	141	[lu]	lu	linguistic	_	Begin=401.102	_	_	_	0-2(37)	BC[14]
141-1	BO087	141	xun	xun	linguistic	_	_	_	_	_	_	BC[14]
141-2	BO087	141	ecco	ecco	linguistic	_	_	_	_	_	_	_
141-3	BO087	141	[qui].	qui	linguistic	Intonation=Falling	End=402.727	_	_	_	0-3(38)	_
142-0	BO089	142	[sì:::],	sì	linguistic	Intonation=WeaklyRising	Begin=402.35|End=402.71	1x3	_	_	0-2(38)	BC
143-0	BO087	143	e	e	linguistic	_	Begin=403.114	_	_	_	_	_
143-1	BO087	143	il	il	linguistic	_	_	_	_	_	_	_
143-2	BO087	143	nome	nome	linguistic	_	_	_	_	_	_	_
143-3	BO087	143	reale,	reale	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
143-4	BO087	143	lei	lei	linguistic	_	_	_	_	_	_	_
143-5	BO087	143	non	non	linguistic	_	_	_	_	_	_	_
143-6	BO087	143	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
143-7	BO087	143	ha	ha	linguistic	_	_	_	_	_	_	_
143-8	BO087	143	proprio	proprio	linguistic	_	_	_	_	_	_	_
143-9	BO087	143	messo	messo	linguistic	_	_	_	_	_	_	_
143-10	BO087	143	perché	perché	linguistic	_	_	_	_	_	_	_
143-11	BO087	143	tanto	tanto	linguistic	_	_	_	_	_	_	_
143-12	BO087	143	[lui	lui	linguistic	_	_	_	_	_	0-3(39)	_
143-13	BO087	143	non	non	linguistic	_	_	_	_	_	0-3(39)	_
143-14	BO087	143	ha	ha	linguistic	_	_	_	_	_	0-2(39)	_
143-15	BO087	143	pubblicato	pubblicato	linguistic	_	_	_	_	_	0-10(39)	_
143-16	BO087	143	nulla	nulla	linguistic	_	_	_	_	_	0-5(39)	_
143-17	BO087	143	col	col	linguistic	_	_	_	_	_	0-3(39)	_
143-18	BO087	143	nome	nome	linguistic	_	_	_	_	_	0-4(39)	_
143-19	BO087	143	reale].	reale	linguistic	Intonation=Falling	End=408.532	_	_	_	0-5(39)	_
144-0	BO089	144	[no	no	linguistic	_	Begin=405.602	_	_	_	0-2(39)	_
144-1	BO089	144	perché	perché	linguistic	_	_	_	_	_	0-6(39)	_
144-2	BO089	144	è	è	linguistic	_	_	_	_	_	0-1(39)	_
144-3	BO089	144	conosciuto	conosciuto	linguistic	_	_	_	_	_	0-10(39)	_
144-4	BO089	144	come::	come	linguistic	_	_	3x2	_	_	0-4(39)	_
144-5	BO089	144	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(39)	_
144-6	BO089	144	come	come	linguistic	_	_	_	_	_	0-4(39)	_
144-7	BO089	144	lu	lu	linguistic	_	_	_	_	_	0-2(39)	_
144-8	BO089	144	xun].	xun	linguistic	Intonation=Falling	End=408.71	_	_	_	0-3(39)	_
145-0	BO089	145	padre	padre	linguistic	_	Begin=408.78	_	_	_	_	_
145-1	BO089	145	della::	della	linguistic	_	_	4x2	_	_	_	_
145-2	BO089	145	narrativa:::	narrativa	linguistic	_	_	8x3	_	_	_	_
145-3	BO089	145	moderna,	moderna	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
145-4	BO089	145	quindi:::,	quindi	linguistic	Intonation=WeaklyRising	End=412.35	5x3	_	_	_	_
146-0	BO089	146	e:::	e	linguistic	_	Begin=413.001	0x3	_	_	_	_
146-1	BO089	146	lu	lu	linguistic	_	_	_	_	_	_	_
146-2	BO089	146	xun,	xun	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
146-3	BO089	146	è	è	linguistic	_	_	_	_	_	_	_
146-4	BO089	146	conosciuto	conosciuto	linguistic	_	_	_	_	_	_	_
146-5	BO089	146	così.	così	linguistic	Intonation=Falling	End=415.523	_	_	_	_	_
147-0	BO089	147	e:::	e	linguistic	_	Begin=416.128	0x3	_	_	_	_
147-1	BO089	147	ho	ho	linguistic	_	_	_	_	_	_	_
147-2	BO089	147	riportato	riportato	linguistic	_	_	_	_	_	_	_
147-3	BO089	147	sia:::,	sia	linguistic	Intonation=WeaklyRising	End=418.161	2x3	_	_	_	_
148-0	BO089	148	e	e	linguistic	_	Begin=418.489	_	_	_	_	_
148-1	BO089	148	quindi	quindi	linguistic	_	_	_	_	_	_	_
148-2	BO089	148	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
148-3	BO089	148	ordine	ordine	linguistic	_	_	_	_	_	_	_
148-4	BO089	148	alfabetico:::	alfabetico	linguistic	_	_	9x3	_	_	_	_
148-5	BO089	148	al	al	linguistic	_	_	_	_	_	_	_
148-6	BO089	148	primo	primo	linguistic	_	_	_	_	_	_	_
148-7	BO089	148	livello,	livello	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
148-8	BO089	148	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
148-9	BO089	148	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
148-10	BO089	148	ordine	ordine	linguistic	_	_	_	_	_	_	_
148-11	BO089	148	cronologico	cronologico	linguistic	_	_	_	_	_	_	_
148-12	BO089	148	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
148-13	BO089	148	e:h	eh	linguistic	_	_	0x1	_	_	_	FP
148-14	BO089	148	quindi	quindi	linguistic	_	_	_	_	_	_	_
148-15	BO089	148	data	data	linguistic	_	_	_	_	_	_	_
148-16	BO089	148	delle	delle	linguistic	_	_	_	_	_	_	_
148-17	BO089	148	pubblicazioni	pubblicazioni	linguistic	_	_	_	_	_	_	_
148-18	BO089	148	delle	delle	linguistic	_	_	_	_	_	_	_
148-19	BO089	148	traduzioni,	traduzioni	linguistic	Intonation=WeaklyRising	End=426.184	_	_	_	_	_
149-0	BO089	149	e	e	linguistic	_	Begin=426.428	_	_	_	_	_
149-1	BO089	149	poi	poi	linguistic	_	_	_	_	_	_	_
149-2	BO089	149	di	di	linguistic	_	_	_	_	_	_	_
149-3	BO089	149	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP
149-4	BO089	149	traduzioni	traduzioni	linguistic	_	_	_	_	_	_	_
149-5	BO089	149	che	che	linguistic	_	_	_	_	_	_	_
149-6	BO089	149	avevano	avevano	linguistic	_	_	_	_	_	_	_
149-7	BO089	149	lo	lo	linguistic	_	_	_	_	_	_	_
149-8	BO089	149	stesso	stesso	linguistic	_	_	_	_	_	_	_
149-9	BO089	149	anno	anno	linguistic	_	_	_	_	_	_	_
149-10	BO089	149	di	di	linguistic	_	_	_	_	_	_	_
149-11	BO089	149	pubblcazione,	pubblcazione	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
149-12	BO089	149	sono	sono	linguistic	_	_	_	_	_	_	_
149-13	BO089	149	andata	andata	linguistic	_	_	_	_	_	_	_
149-14	BO089	149	al	al	linguistic	_	_	_	_	_	_	_
149-15	BO089	149	terzo	terzo	linguistic	_	_	_	_	_	_	_
149-16	BO089	149	livello	livello	linguistic	_	_	_	_	_	_	_
149-17	BO089	149	in	in	linguistic	_	_	_	_	_	_	_
149-18	BO089	149	ordine	ordine	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
149-19	BO089	149	mh	mh	linguistic	_	_	_	_	_	_	FP
149-20	BO089	149	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
149-21	BO089	149	alfabetico	alfabetico	linguistic	_	_	_	_	_	_	_
149-22	BO089	149	per	per	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
149-23	BO089	149	e::h	eh	linguistic	_	_	0x2	_	_	_	FP
149-24	BO089	149	il	il	linguistic	_	_	_	_	_	_	_
149-25	BO089	149	titolo	titolo	linguistic	_	_	_	_	_	_	_
149-26	BO089	149	del	del	linguistic	_	_	_	_	_	_	_
149-27	BO089	149	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
149-28	BO089	149	tradotto	tradotto	linguistic	_	_	_	_	_	_	_
149-29	BO089	149	del,	del	linguistic	Intonation=WeaklyRising	End=436.528	_	_	_	_	_
150-0	BO089	150	del	del	linguistic	_	Begin=437.606	_	_	_	_	_
150-1	BO089	150	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_	_
150-2	BO089	150	opera	opera	linguistic	_	_	_	_	_	_	_
150-3	BO089	150	insomma.	insomma	linguistic	Intonation=Falling	End=439.21	_	_	_	_	_
151-0	BO089	151	e	e	linguistic	_	Begin=439.526	_	_	_	_	_
151-1	BO089	151	ci	ci	linguistic	_	_	_	_	_	_	_
151-2	BO089	151	sono	sono	linguistic	_	_	_	_	_	_	_
151-3	BO089	151	sia	sia	linguistic	_	_	_	_	_	_	_
151-4	BO089	151	romanzi,	romanzi	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
151-5	BO089	151	che:::	che	linguistic	ProsodicLink=Yes	_	2x3	_	_	_	_
151-6	BO089	151	m::h,	mh	linguistic	Intonation=WeaklyRising	End=442.214	0x2	_	_	_	FP
152-0	BO089	152	racconti	racconti	linguistic	_	Begin=442.305	_	_	_	_	_
152-1	BO089	152	e	e	linguistic	_	_	_	_	_	_	_
152-2	BO089	152	racconti	racconti	linguistic	_	_	_	_	_	_	_
152-3	BO089	152	brevi,	brevi	linguistic	Intonation=WeaklyRising	End=444.529	_	_	_	_	_
153-0	BO089	153	e::	e	linguistic	_	Begin=444.727	0x2	_	_	_	_
153-1	BO089	153	anche	anche	linguistic	_	_	_	_	_	_	_
153-2	BO089	153	poesie	poesie	linguistic	_	_	_	_	_	_	_
153-3	BO089	153	e:::,	e	linguistic	Intonation=WeaklyRising	End=446.859	0x3	_	_	_	_
154-0	BO089	154	dei	dei	linguistic	_	Begin=447.223	_	_	_	_	_
154-1	BO089	154	saggi	saggi	linguistic	_	_	_	_	_	_	_
154-2	BO089	154	mi	mi	linguistic	_	_	_	_	_	_	_
154-3	BO089	154	pare.	pare	linguistic	Intonation=Falling	End=448.561	_	_	_	_	_
155-0	BO089	155	primavera	primavera	linguistic	_	Begin=449.025	_	_	_	_	_
155-1	BO089	155	di::,	di	linguistic	Intonation=WeaklyRising	End=450.236	1x2	_	_	_	_
156-0	BO089	156	li	li	linguistic	_	Begin=450.586	_	_	_	_	_
156-1	BO089	156	dazhao	dazhao	linguistic	_	_	_	_	_	_	_
156-2	BO089	156	è	è	linguistic	_	_	_	_	_	_	_
156-3	BO089	156	un	un	linguistic	_	_	_	_	_	_	_
156-4	BO089	156	saggio.	saggio	linguistic	Intonation=Falling	End=452.387	_	_	_	_	_
157-0	BO087	157	allor~	allor~	linguistic	Interrupted=Yes	Begin=467.821	_	_	_	_	_
157-1	BO087	157	io	io	linguistic	_	_	_	_	_	_	_
157-2	BO087	157	le	le	linguistic	_	_	_	_	_	_	_
157-3	BO087	157	ho	ho	linguistic	_	_	_	_	_	_	_
157-4	BO087	157	evidenziato	evidenziato	linguistic	_	_	_	_	_	_	_
157-5	BO087	157	qui	qui	linguistic	_	_	_	_	_	_	_
157-6	BO087	157	[due	due	linguistic	_	_	_	_	_	0-3(40)	_
157-7	BO087	157	noti]zie	notizie	linguistic	_	_	_	_	_	0-4(40)	_
157-8	BO087	157	eh,	eh	linguistic	Intonation=WeaklyRising	End=470.383	_	_	_	_	FP
158-0	BO089	158	[mh],	mh	linguistic	Intonation=WeaklyRising	Begin=469.358|End=469.787	_	_	_	0-2(40)	BC[15]
159-0	BO089	159	okay.	okay	linguistic	Intonation=Falling	Begin=470.41|End=470.93	_	_	_	_	BC[15]
160-0	BO087	160	lei	lei	linguistic	_	Begin=472.395	_	_	_	_	_
160-1	BO087	160	me	me	linguistic	_	_	_	_	_	_	_
160-2	BO087	160	le	le	linguistic	_	_	_	_	_	_	_
160-3	BO087	160	commenta	commenta	linguistic	_	_	_	_	_	_	_
160-4	BO087	160	per	per	linguistic	_	_	_	_	_	_	_
160-5	BO087	160	favore.	favore	linguistic	Intonation=Falling	End=474.43	_	_	_	_	_
161-0	BO089	161	m:::::h,	mh	linguistic	Intonation=WeaklyRising	Begin=475.256|End=476.433	0x5	_	_	_	FP
162-0	BO089	162	si	si	linguistic	_	Begin=477.218	_	_	_	_	_
162-1	BO089	162	trata	trata	linguistic	_	_	_	_	_	_	_
162-2	BO089	162	di	di	linguistic	_	_	_	_	_	_	_
162-3	BO089	162	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
162-4	BO089	162	e::h	eh	linguistic	_	_	0x2	_	_	_	FP
162-5	BO089	162	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
162-6	BO089	162	una:::,	una	linguistic	Intonation=WeaklyRising	End=479.32	2x3	_	_	_	_
163-0	BO089	163	e::h	eh	linguistic	ProsodicLink=Yes	Begin=479.672	0x2	_	_	_	FP[60]
163-1	BO089	163	m::::h	mh	linguistic	_	_	0x4	_	_	_	FP[60]
163-2	BO089	163	di	di	linguistic	_	_	_	_	_	_	_
163-3	BO089	163	una	una	linguistic	_	_	_	_	_	_	_
163-4	BO089	163	traduzione	traduzione	linguistic	_	_	_	_	_	_	_
163-5	BO089	163	che	che	linguistic	_	_	_	_	_	_	_
163-6	BO089	163	è	è	linguistic	_	_	_	_	_	_	_
163-7	BO089	163	stata::	stata	linguistic	_	_	4x2	_	_	_	_
163-8	BO089	163	edita	edita	linguistic	_	_	_	_	_	_	_
163-9	BO089	163	in	in	linguistic	_	_	_	_	_	_	_
163-10	BO089	163	una	una	linguistic	_	_	_	_	_	_	_
163-11	BO089	163	rivista,	rivista	linguistic	Intonation=WeaklyRising	End=484.275	_	_	_	_	_
164-0	BO089	164	e:::h	eh	linguistic	ProsodicLink=Yes	Begin=484.717	0x3	_	_	_	FP[61]
164-1	BO089	164	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP[61]
164-2	BO089	164	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
164-3	BO089	164	la	la	linguistic	_	_	_	_	_	_	_
